Genotype,Accession,Group,Block,Rep,Env,Prot_W,Oil_W,Fib_W,Ash_W,Star_W
LH214,PI555660,unclassified,2,1,2,10.61,4.5,1.56,1.39,71.47
H96,Ames26797,unclassified,2,1,2,10.88,5.17,1.69,1.43,70.66
W24,NSL30064,unclassified,2,1,2,10.76,4.14,1.85,1.36,70.21
N215,PI595367,unclassified,2,1,2,11.26,4.48,1.53,1.45,71.31
H113,Ames26803,unclassified,2,1,2,13.32,4.65,1.55,1.55,71.88
PHWG5,PI559954,unclassified,2,1,2,10.47,3.99,1.44,1.39,71.19
S8326,PI601612,unclassified,2,1,2,10.44,3.89,1.36,1.35,71.53
NC342,Ames27167,unclassified,2,1,2,11.57,6.2,1.81,1.53,69.03
Pa91,PI587147,unclassified,2,1,2,13.36,4.06,1.42,1.52,70.72
A340,Ames23424,unclassified,1,2,2,12.58,5.07,1.51,1.51,70.12
CM105,PI587124,unclassified,1,2,2,11.46,4.24,1.37,1.43,71.62
CH711-10,Ames27018,unclassified,1,2,2,10.42,4.47,1.66,1.39,70.59
LH209,PI554612,unclassified,1,2,2,7.62,3.57,1.34,1.17,70.11
A322,Ames23422,unclassified,1,2,2,10.99,3.78,1.44,1.42,70.67
W552,PI520770,unclassified,1,2,2,11.57,4.06,1.57,1.47,70.92
R181B,NSL30896,unclassified,1,2,2,9.42,4.46,1.49,1.33,69.51
1538,PI601658,unclassified,1,2,2,10.07,4.52,1.64,1.42,68.51
PHVA9,PI559953,unclassified,1,2,2,9.43,4,1.65,1.31,69.47
NC310,Ames27151,unclassified,1,2,2,9.71,5.06,1.39,1.35,70.43
A674,Ames23498,unclassified,1,2,2,9.6,3.93,1.58,1.38,71.5
PHT69,PI559949,unclassified,1,2,2,10.19,4.65,1.48,1.4,69.39
N6,Ames27137,unclassified,1,2,2,12.24,5.49,1.68,1.51,69.4
PHBA6,PI559935,unclassified,1,2,2,11.92,4.96,1.7,1.49,69.04
A548,Ames23449,unclassified,1,2,2,13.79,3.99,1.47,1.55,69.14
ND247,PI550503,unclassified,1,2,2,10.12,4.89,1.49,1.4,70.16
OQ603,PI601584,unclassified,1,2,2,8.24,4.25,1.59,1.29,69.31
29MIBZ2,PI548830,unclassified,1,2,2,10.96,4.57,1.64,1.43,69.61
ICI 893,PI559383,unclassified,1,2,2,13.54,5.51,1.32,1.52,70.13
PHJ90,PI548799,unclassified,1,2,2,9.67,4.24,1.79,1.44,69.54
NK807,PI601430,unclassified,1,2,2,10.34,4.11,1.79,1.47,70.52
LH93,PI601171,unclassified,1,2,2,9.18,2.94,1.54,1.3,71.42
A648,NSL81597,unclassified,1,2,2,9.8,5.05,1.49,1.37,71.71
DK78010,PI601211,unclassified,1,2,2,11.57,4.02,1.49,1.41,70.9
N193,PI550567,unclassified,1,2,2,7.91,3.96,1.42,1.27,69.33
LH206,PI538010,unclassified,1,2,2,9.83,3.96,1.3,1.32,70.88
PHB09,PI601007,unclassified,1,2,2,10.65,4.35,1.54,1.4,70.57
B-28,PI340860,unclassified,1,2,2,12.75,5.54,1.95,1.64,69.83
MEF156-55-2,Ames27135,unclassified,1,2,2,14.14,4.94,1.51,1.62,69.64
OS602,PI559921,unclassified,1,2,2,13.41,3.66,1.82,1.55,70.57
PHP76,PI543846,unclassified,1,2,2,9.99,3.91,1.58,1.42,71.17
PHJ89,PI548798,unclassified,1,2,2,11.14,4.73,1.59,1.45,70.55
PHR63,PI601787,unclassified,1,2,2,10.08,3.68,1.36,1.34,72.37
MS226,Ames24751,unclassified,1,2,2,9.2,4.7,1.56,1.33,70.59
MS72,Ames24713,unclassified,1,2,2,11.32,3.64,1.32,1.44,71.75
CH753-4,Ames27021,unclassified,1,2,2,12.05,4.11,1.5,1.44,71.17
790,PI601491,unclassified,1,2,2,9.41,3.72,1.33,1.28,71.86
FBLA,PI546482,unclassified,1,2,2,10.1,4.31,1.32,1.35,71.35
MS153,Ames24734,unclassified,1,2,2,8.05,3.82,1.63,1.31,70.68
L 155,PI550695,unclassified,1,2,2,12.03,4.05,1.55,1.46,70.27
PHW86,PI543850,unclassified,1,2,2,10.06,3.54,1.73,1.4,71.3
CI 40H,Ames26128,unclassified,1,2,2,10.08,3.5,1.75,1.44,71.36
4226,NSL30904,unclassified,1,2,2,10.99,4.31,1.72,1.48,69.08
A659,NSL81599,unclassified,1,2,2,12.29,4.55,1.54,1.49,70.9
793,PI601492,unclassified,1,2,2,9.98,3.49,1.26,1.31,71.78
LH222,PI559375,unclassified,1,2,2,8.98,4.22,1.46,1.25,71.41
PHW30,PI548808,unclassified,1,2,2,10.29,4.39,1.72,1.45,72.57
A239,Ames23405,unclassified,1,2,2,10.37,4.33,1.5,1.37,71.54
AS6103,PI601159,unclassified,1,2,2,12.06,4.46,1.66,1.48,70.01
A73,Ames22439,unclassified,1,2,2,10.44,4.43,1.55,1.41,70.16
IBB15,PI601458,unclassified,1,2,2,11.12,3.35,1.67,1.46,70.5
2369,PI601559,unclassified,1,2,2,8.08,4.36,1.38,1.24,70.32
H99,PI587129,unclassified,1,2,2,10.47,4.54,1.51,1.4,70.72
LH61,PI601416,unclassified,1,2,2,8.61,3.72,1.42,1.28,71.38
SD40,PI606768,unclassified,1,2,2,9.37,4.49,1.75,1.37,70.75
W8304,PI601502,unclassified,1,2,2,9.4,3.45,1.46,1.29,71.59
W117Ht,Ames8399,unclassified,1,2,2,8.92,3.7,1.18,1.27,71.99
A679,PI587142,unclassified,1,2,2,9.39,3.82,1.3,1.26,71.71
NC262,PI531085,unclassified,1,2,2,8.81,4.17,1.67,1.33,69.72
NORTH 7,Ames2328,unclassified,1,2,2,12.11,4.47,1.88,1.5,70.4
CR1HT,PI601080,unclassified,1,2,2,12.28,4.29,1.25,1.46,70.91
A556,Ames23450,unclassified,1,2,2,10.22,3.6,1.61,1.39,71.39
764,PI601374,unclassified,1,2,2,11.21,4.56,1.59,1.44,69.02
A334,Ames23423,unclassified,1,2,2,12.67,5.57,2,1.6,68.9
Lp215D,PI547107,unclassified,1,2,2,12.3,3.88,1.5,1.5,71.59
ML606,PI583774,unclassified,1,2,2,11.88,4.65,1.6,1.47,70.52
CR14,PI601683,unclassified,1,2,2,12.14,4.57,1.55,1.44,71.6
78010,PI601211,unclassified,1,2,2,11.12,4.79,1.55,1.41,69.96
6F629,PI546483,unclassified,1,2,2,10.42,4.49,1.46,1.37,69.57
MS116,Ames24729,unclassified,1,2,2,13.53,3.46,1.58,1.59,71.05
NQ508,PI559918,unclassified,1,2,2,11.31,4.63,1.72,1.44,69.43
H113,Ames26803,unclassified,2,2,2,12.5,4.7,1.62,1.51,71.44
S8326,PI601612,unclassified,2,2,2,10.56,3.94,1.61,1.38,70.11
N215,PI595367,unclassified,2,2,2,10.42,4.11,1.44,1.34,72.21
HUOBAI,Ames2339,unclassified,2,2,2,11.78,4.15,1.34,1.39,71.24
N501,PI594050,unclassified,2,2,2,10.22,4.54,1.81,1.4,69.88
AusTRCF 306238,NSL437933,unclassified,2,2,2,12.33,4.56,1.56,1.46,71.78
H91,Ames27114,unclassified,2,2,2,12.3,3.95,1.64,1.47,70.28
NK740,PI601489,unclassified,2,2,2,9.37,3.68,1.47,1.33,70.03
N542,PI594088,unclassified,2,2,2,10.38,3.98,1.41,1.35,72.56
N217,PI596356,unclassified,2,2,2,12.4,4.04,1.67,1.46,71.07
LH214,PI555660,unclassified,2,2,2,11.38,3.49,1.49,1.43,71.35
INB 101LFY/LFY (A632 X M16 S5),NSL174429,unclassified,2,2,2,11.71,4.4,1.56,1.44,70.67
H96,Ames26797,unclassified,2,2,2,11.6,4.96,1.5,1.45,70.45
PHK35,PI601777,unclassified,2,2,2,9.66,4.26,1.54,1.36,70.11
N209,PI595366,unclassified,2,2,2,9.63,4.06,1.43,1.35,71.22
W37A,NSL30073,unclassified,2,2,2,12.69,5.16,1.61,1.52,71.53
NY 166 (Neveh Yaar),PI200184,unclassified,2,2,2,13.47,5.35,1.73,1.54,70.64
ND259,PI550571,unclassified,2,2,2,12.93,4.22,1.45,1.52,70.77
NC342,Ames27167,unclassified,2,2,2,10.66,5.93,1.55,1.45,68.45
LH181,PI547087,unclassified,2,2,2,11.47,4.53,1.7,1.46,71.22
K55,Ames22754,unclassified,2,2,2,15.24,4.69,1.57,1.62,71.56
WXB6,Ames26745,unclassified,2,2,2,13.99,3.75,1.53,1.53,72.37
R168,Ames19326,unclassified,2,2,2,14.8,4.03,1.55,1.63,71
H121,Ames26804,unclassified,2,2,2,11.57,5.16,1.67,1.5,71.03
LH60,PI601404,unclassified,2,2,2,11.27,4.67,1.59,1.44,69.51
LH60,PI601404,unclassified,2,2,2,11.49,4.47,1.58,1.43,70.42
OC19,PI596506,unclassified,2,2,2,12.29,3.38,1.72,1.65,70.15
PHN34,PI543843,unclassified,2,2,2,11.24,4.52,1.54,1.42,70.65
E8501,PI601724,unclassified,2,2,2,11.46,4.52,1.4,1.45,72.11
PHK93,PI548800,unclassified,2,2,2,10.77,4.97,1.44,1.37,71.26
LH211,PI537101,unclassified,2,2,2,12.73,3.92,1.52,1.47,72.67
MS24A,Ames24708,unclassified,2,2,2,12.56,4.14,1.69,1.55,70.43
WIL900,PI601684,unclassified,2,2,2,10.48,4.03,1.94,1.39,71.23
R78,NSL30876,unclassified,2,2,2,11.98,6.19,1.63,1.57,68.75
LH191,PI539925,unclassified,2,2,2,8.86,3.84,1.35,1.27,71.7
PHP85,PI559944,unclassified,2,2,2,9.78,4,1.32,1.29,71.08
B88,PI550556,unclassified,2,2,2,14.93,4.72,1.41,1.58,70.75
CH701-30,Ames27069,unclassified,2,2,2,12.65,3.9,1.41,1.47,71.35
N534,PI594080,unclassified,2,2,2,11.95,4.2,1.67,1.46,69.94
PHPR5,PI559945,unclassified,2,2,2,12.8,3.93,1.64,1.53,70.35
DE811,PI550558,unclassified,2,2,2,11.16,4.49,1.91,1.48,69.01
MM501D,PI583774,unclassified,2,2,2,11.21,4.03,1.63,1.41,69.63
J8606,PI601725,unclassified,2,2,2,12.86,4.46,1.58,1.48,70.65
N527,PI604606,unclassified,2,2,2,11.16,4.43,1.55,1.43,70.41
N218,PI596357,unclassified,2,2,2,12.22,3.87,1.76,1.49,71.71
Va102,PI587151,unclassified,2,2,2,18.89,4.3,1.85,1.88,68.98
MS67,Ames24710,unclassified,2,2,2,11,4.02,1.51,1.43,70.54
W552,PI520770,unclassified,1,1,3,12.62,3.99,2.52,1.47,74.79
CI 40H,Ames26128,unclassified,1,1,3,14.52,3.18,2.74,1.58,74.71
NC262,PI531085,unclassified,1,1,3,10.78,3.06,2.74,1.48,73.37
MS72,Ames24713,unclassified,1,1,3,13.08,2.76,2.63,1.44,76.7
CR1HT,PI601080,unclassified,1,1,3,10.83,2.21,2.1,1.38,75.48
A548,Ames23449,unclassified,1,1,3,14.89,3.21,2.34,1.61,74.32
PHVA9,PI559953,unclassified,1,1,3,11.66,2.89,2.68,1.42,74.61
W117Ht,Ames8399,unclassified,1,1,3,10.88,3.86,2.22,1.4,74.31
6F629,PI546483,unclassified,1,1,3,12.67,3.28,2.65,1.49,75.32
PHJ89,PI548798,unclassified,1,1,3,16.98,4.96,2.5,1.77,73.69
ML606,PI583774,unclassified,1,1,3,13.47,3.47,2.52,1.57,74.55
1538,PI601658,unclassified,1,1,3,13.24,3.48,2.51,1.51,75.07
SD40,PI606768,unclassified,1,1,3,11.36,3.17,2.72,1.45,74.29
A73,Ames22439,unclassified,1,1,3,14.63,4.23,3.03,1.66,74.6
NQ508,PI559918,unclassified,1,1,3,11.15,3.36,2.5,1.46,73.63
W8304,PI601502,unclassified,1,1,3,12.53,3.36,2.24,1.46,76.49
N6,Ames27137,unclassified,1,1,3,14.16,4.37,2.75,1.65,73.37
H99,PI587129,unclassified,1,1,3,11.88,3.45,2.61,1.47,75.05
CR14,PI601683,unclassified,1,1,3,16.57,4.47,2.37,1.69,75.93
MEF156-55-2,Ames27135,unclassified,1,1,3,17.87,4.89,2.59,1.86,73.63
LH93,PI601171,unclassified,1,1,3,10.5,2.57,2.39,1.44,74.06
LH222,PI559375,unclassified,1,1,3,13.19,3.9,2.64,1.54,75.7
A659,NSL81599,unclassified,1,1,3,13.95,3.51,2.71,1.63,74.92
LH206,PI538010,unclassified,1,1,3,15.76,3.02,2.43,1.61,76.81
PHB09,PI601007,unclassified,1,1,3,10.19,2.62,2.55,1.35,75.34
OQ603,PI601584,unclassified,1,1,3,9.98,3.2,2.62,1.38,74.52
29MIBZ2,PI548830,unclassified,1,1,3,12.32,2.48,2.47,1.44,76.23
PHR63,PI601787,unclassified,1,1,3,10.95,2.22,2.19,1.3,76.68
NK807,PI601430,unclassified,1,1,3,11.9,3.07,2.56,1.48,73.76
MS116,Ames24729,unclassified,1,1,3,14,3.22,2.37,1.58,74.77
PHW30,PI548808,unclassified,1,1,3,10.64,2.54,2.62,1.37,75.47
A239,Ames23405,unclassified,1,1,3,10.75,3.49,2.32,1.41,74.33
PHBA6,PI559935,unclassified,1,1,3,13.42,4.02,2.77,1.58,74.36
R181B,NSL30896,unclassified,1,1,3,10.83,3.24,2.26,1.41,74.17
WR3,NSL30066,unclassified,1,1,3,13.35,3.8,2.42,1.55,73.68
CM105,PI587124,unclassified,1,1,3,11.38,3.7,2.48,1.48,74.62
CH711-10,Ames27018,unclassified,1,1,3,10.82,2.67,2.65,1.46,74.43
ND247,PI550503,unclassified,1,1,3,13.07,3.82,2.31,1.49,74.81
PHT69,PI559949,unclassified,1,1,3,12.76,3,2.39,1.43,75.72
764,PI601374,unclassified,1,1,3,12.41,3.35,2.17,1.43,75.06
L 155,PI550695,unclassified,1,1,3,13.42,2.94,2.87,1.63,73.58
PHP76,PI543846,unclassified,1,1,3,11.26,3.3,2.86,1.49,73.99
MS153,Ames24734,unclassified,1,1,3,8.29,2.74,2.68,1.23,74.05
2369,PI601559,unclassified,1,1,3,8.9,3.58,2.38,1.3,74.86
DK78010,PI601211,unclassified,1,1,3,13,3.58,2.37,1.49,74.91
A71,NSL42875,unclassified,1,1,3,15.22,3.98,2.78,1.67,73.59
A334,Ames23423,unclassified,1,1,3,15.03,4.73,2.66,1.61,74.9
4226,NSL30904,unclassified,1,1,3,14.62,4.29,2.91,1.69,73.59
Lp215D,PI547107,unclassified,1,1,3,14.87,3.28,2.8,1.63,75.84
A322,Ames23422,unclassified,1,1,3,12.62,3.47,2.44,1.49,75.15
PHW86,PI543850,unclassified,1,1,3,13.27,3.29,3.1,1.62,73.63
A648,NSL81597,unclassified,1,1,3,12.18,4.92,2.58,1.57,73.76
ICI 893,PI559383,unclassified,1,1,3,13.27,5.14,2.46,1.53,73.95
LH61,PI601416,unclassified,1,1,3,10.7,3.16,2.62,1.39,75.53
NORTH 7,Ames2328,unclassified,1,1,3,14.43,4.1,2.65,1.63,74.18
LIBC 4,PI555650,unclassified,1,1,3,13.24,2.97,2.67,1.53,74.74
LH209,PI554612,unclassified,1,1,3,10.82,3.28,2.46,1.43,74.01
NC310,Ames27151,unclassified,1,1,3,15.29,4.4,2.38,1.63,75.04
A556,Ames23450,unclassified,1,1,3,11.01,2.26,2.34,1.37,75.48
IBB15,PI601458,unclassified,1,1,3,13.07,3.01,2.88,1.62,74.02
B-28,PI340860,unclassified,1,1,3,14.37,4.44,2.65,1.69,76.59
793,PI601492,unclassified,1,1,3,11.53,3.07,2.1,1.4,76.35
A674,Ames23498,unclassified,1,1,3,12.81,3.33,2.48,1.5,75.51
A679,PI587142,unclassified,1,1,3,9.02,2.76,2.47,1.32,74.91
N193,PI550567,unclassified,1,1,3,9.18,2.74,2.56,1.34,75.66
MS226,Ames24751,unclassified,1,1,3,11.12,3.21,2.66,1.46,74.31
I29,Ames27115,unclassified,1,1,3,16.35,3.77,2.64,1.68,77.66
78010,PI601211,unclassified,1,1,3,13.03,3.36,3.05,1.56,75.9
OS602,PI559921,unclassified,1,1,3,14.42,3.26,2.57,1.6,74.92
OS602,PI559921,unclassified,1,1,3,14.18,2.78,2.77,1.57,75.01
PHJ90,PI548799,unclassified,1,1,3,10.97,2.38,2.76,1.42,74.82
CH753-4,Ames27021,unclassified,1,1,3,14.69,3.53,2.51,1.63,75.34
790,PI601491,unclassified,1,1,3,11.01,1.94,1.97,1.36,76
AS6103,PI601159,unclassified,1,1,3,17.16,3.98,2.63,1.71,75.39
A340,Ames23424,unclassified,1,1,3,15,4.63,2.72,1.61,75.42
R168,Ames19326,unclassified,2,1,3,16.19,4.34,2.56,1.7,73.78
ND259,PI550571,unclassified,2,1,3,14.66,3.73,2.09,1.62,75.32
PHPR5,PI559945,unclassified,2,1,3,13.32,4.09,2.67,1.55,73.95
LH60,PI601404,unclassified,2,1,3,10.78,3.58,2.37,1.33,74.54
Pa91,PI587147,unclassified,2,1,3,15.51,3.79,2.5,1.62,73.84
NC342,Ames27167,unclassified,2,1,3,13.04,4.87,2.44,1.52,74.23
B88,PI550556,unclassified,2,1,3,13.94,4.36,2.6,1.61,74.17
N215,PI595367,unclassified,2,1,3,14.19,3.94,2.64,1.55,75.34
N218,PI596357,unclassified,2,1,3,15.31,4.09,2.63,1.58,74.81
MM501D,PI583774,unclassified,2,1,3,12.31,4.03,2.63,1.5,73.78
S8326,PI601612,unclassified,2,1,3,10.23,3.07,2.64,1.4,74.5
WXB6,Ames26745,unclassified,2,1,3,16.8,3.2,2.53,1.74,76.14
N527,PI604606,unclassified,2,1,3,12.06,4.19,2.43,1.48,73.02
N209,PI595366,unclassified,2,1,3,11.05,3.44,2.36,1.46,74.79
E8501,PI601724,unclassified,2,1,3,12.97,4.01,2.38,1.55,75.19
H91,Ames27114,unclassified,2,1,3,11.1,3.33,2.57,1.46,74.97
PHK35,PI601777,unclassified,2,1,3,9.36,3.43,2.39,1.32,74.73
PHK93,PI548800,unclassified,2,1,3,10.5,4.45,2.28,1.4,74.05
OC19,PI596506,unclassified,2,1,3,14.19,3.78,2.17,1.76,74.68
NK740,PI601489,unclassified,2,1,3,10.47,3.32,2.15,1.41,74.98
NK740,PI601489,unclassified,2,1,3,10.61,2.94,2.31,1.41,74.68
AusTRCF 306238,NSL437933,unclassified,2,1,3,11.3,3.96,2.83,1.51,74.79
PHWG5,PI559954,unclassified,2,1,3,11.92,3.61,2.61,1.48,75.32
H96,Ames26797,unclassified,2,1,3,11.64,3.65,1.98,1.36,77.25
LH211,PI537101,unclassified,2,1,3,14.73,3.12,2.24,1.51,77.16
M14,NSL30867,unclassified,2,1,3,14.17,3.92,2.39,1.56,74.73
LH181,PI547087,unclassified,2,1,3,13.11,3.82,2.83,1.57,75.98
DE811,PI550558,unclassified,2,1,3,11.59,2.61,3.12,1.51,74.78
N501,PI594050,unclassified,2,1,3,10.87,2.91,2.87,1.47,76.35
N217,PI596356,unclassified,2,1,3,12.91,3.48,2.53,1.5,75.24
H121,Ames26804,unclassified,2,1,3,15.19,4.27,2.31,1.63,75.32
R78,NSL30876,unclassified,2,1,3,12.82,6.11,2.92,1.66,72.22
MS67,Ames24710,unclassified,2,1,3,11.7,3.04,2.67,1.44,75.11
H122w,Ames26805,unclassified,2,1,3,6.68,2.05,2.25,1.12,75.88
LH214,PI555660,unclassified,2,1,3,11.38,2.89,2.62,1.41,73.88
NY 166 (Neveh Yaar),PI200184,unclassified,2,1,3,15.11,5.42,2.25,1.59,74.09
B46,PI550469,unclassified,2,1,3,13.68,3.64,2.77,1.59,74.6
N523,PI594071,unclassified,2,1,3,15.14,4.09,2.52,1.64,75.86
H113,Ames26803,unclassified,2,1,3,14.4,2.92,2.76,1.58,75.47
WIL900,PI601684,unclassified,2,1,3,13.47,2.54,2.9,1.56,76.78
6M502A,PI546484,unclassified,2,1,3,13.4,3.75,2.49,1.57,76.34
W24,NSL30064,unclassified,2,1,3,15.04,3.69,2.76,1.63,74.73
PHN34,PI543843,unclassified,2,1,3,14.55,3.64,2.47,1.56,77.3
J8606,PI601725,unclassified,2,1,3,16.96,4.46,2.79,1.84,75.34
K55,Ames22754,unclassified,2,1,3,18.55,4.39,2.57,1.81,75.41
CH701-30,Ames27069,unclassified,2,1,3,15.92,4.1,2.61,1.67,73.61
NC326,Ames27159,unclassified,2,1,3,12.69,3.43,2.23,1.47,74.99
MS24A,Ames24708,unclassified,2,1,3,14.21,3.03,2.46,1.68,73.86
N542,PI594088,unclassified,2,1,3,13.3,3.51,2.65,1.56,76.51
W37A,NSL30073,unclassified,2,1,3,13.08,3.61,2.67,1.48,75.08
Yu796 NS,Ames27196,unclassified,2,1,3,16.95,3.25,2.67,1.65,76.78
ND259,PI550571,unclassified,2,1,3,14.79,2.85,2.62,1.59,76.58
LH191,PI539925,unclassified,2,1,3,12.6,3.24,2.32,1.52,77.46
N534,PI594080,unclassified,2,1,3,12.11,3.17,2.53,1.47,74.87
PHP85,PI559944,unclassified,2,1,3,8.9,2.97,2.23,1.27,75.61
INB 101LFY/LFY (A632 X M16 S5),NSL174429,unclassified,2,1,3,13.84,2.88,2.58,1.49,76.04
PHT69,PI559949,unclassified,1,2,3,11.41,3.08,2.28,1.4,76.13
FBLA,PI546482,unclassified,1,2,3,12.13,3.72,2.26,1.44,75.98
A674,Ames23498,unclassified,1,2,3,11.57,3.39,2.39,1.44,75.95
A73,Ames22439,unclassified,1,2,3,14.15,4.14,2.68,1.61,73.71
LH61,PI601416,unclassified,1,2,3,11.78,3.23,2.37,1.48,75.17
W552,PI520770,unclassified,1,2,3,12.2,4.78,2.44,1.52,73.63
W117Ht,Ames8399,unclassified,1,2,3,12.52,3.35,2.36,1.49,75.14
793,PI601492,unclassified,1,2,3,13.69,3.3,2.18,1.46,76.54
N193,PI550567,unclassified,1,2,3,9.5,2.82,2.36,1.35,74.6
LH93,PI601171,unclassified,1,2,3,11.9,2.76,2.36,1.46,74.72
H99,PI587129,unclassified,1,2,3,10.49,3.72,2.27,1.42,74.62
B-28,PI340860,unclassified,1,2,3,15.17,4.72,2.79,1.75,73.49
MS72,Ames24713,unclassified,1,2,3,13.88,3.57,2.52,1.58,75.31
LH209,PI554612,unclassified,1,2,3,10.84,3.69,2.41,1.51,74.26
NQ508,PI559918,unclassified,1,2,3,12.31,3.29,2.5,1.52,74.08
A556,Ames23450,unclassified,1,2,3,10.85,3.2,2.37,1.46,75.64
CI 40H,Ames26128,unclassified,1,2,3,12.98,3.36,2.61,1.52,74.99
2369,PI601559,unclassified,1,2,3,10.43,2.66,2.34,1.32,76.1
4226,NSL30904,unclassified,1,2,3,14.59,4.11,2.57,1.65,74.23
PHP76,PI543846,unclassified,1,2,3,11.9,2.98,2.73,1.49,75.44
ND247,PI550503,unclassified,1,2,3,12.73,3.25,2.68,1.52,75.61
NC310,Ames27151,unclassified,1,2,3,14.38,4.31,2.68,1.59,73.9
A548,Ames23449,unclassified,1,2,3,15.63,3.29,2.37,1.59,74.97
IBB15,PI601458,unclassified,1,2,3,13.45,3.18,2.58,1.62,73.66
LIBC 4,PI555650,unclassified,1,2,3,12.87,3.09,2.43,1.53,74.72
MS226,Ames24751,unclassified,1,2,3,10.11,3.25,2.68,1.42,74.84
A71,NSL42875,unclassified,1,2,3,14.24,3.75,2.59,1.55,74.79
WR3,NSL30066,unclassified,1,2,3,13.85,3.85,2.27,1.55,74.81
N6,Ames27137,unclassified,1,2,3,14.26,4.47,2.36,1.62,74.07
29MIBZ2,PI548830,unclassified,1,2,3,12.49,2.52,2.58,1.42,76.39
1538,PI601658,unclassified,1,2,3,13.47,3.95,2.57,1.54,75.06
PHVA9,PI559953,unclassified,1,2,3,12.09,2.29,2.59,1.44,74.46
LH206,PI538010,unclassified,1,2,3,14.43,3.59,2.17,1.58,75.52
ICI 893,PI559383,unclassified,1,2,3,14.85,5.56,2.4,1.67,74.1
L 155,PI550695,unclassified,1,2,3,15.35,3.37,2.89,1.73,75.29
PHBA6,PI559935,unclassified,1,2,3,14.98,4.02,3.04,1.74,72.77
AS6103,PI601159,unclassified,1,2,3,17.12,4.01,2.77,1.67,75.61
MS153,Ames24734,unclassified,1,2,3,8.9,2.47,2.9,1.33,73.1
R181B,NSL30896,unclassified,1,2,3,11.57,3.16,2.4,1.45,74.49
CH753-4,Ames27021,unclassified,1,2,3,14.48,3.56,2.33,1.54,76.3
PHW30,PI548808,unclassified,1,2,3,11.83,3.08,2.47,1.46,74.8
W8304,PI601502,unclassified,1,2,3,12.31,3.38,2.07,1.41,76.28
OQ603,PI601584,unclassified,1,2,3,10.29,3.01,2.73,1.39,74.89
CH711-10,Ames27018,unclassified,1,2,3,11.83,3.42,2.7,1.54,74.51
A239,Ames23405,unclassified,1,2,3,11.48,3.44,2.53,1.42,75.12
CM105,PI587124,unclassified,1,2,3,12.89,3.46,2.47,1.51,75.3
A679,PI587142,unclassified,1,2,3,10.06,2.05,2.52,1.33,75.48
NC262,PI531085,unclassified,1,2,3,10.56,3.25,2.5,1.45,74.16
CR14,PI601683,unclassified,1,2,3,17.29,3.86,2.41,1.71,75.57
CR1HT,PI601080,unclassified,1,2,3,13.8,5.28,2.32,1.61,75.74
A340,Ames23424,unclassified,1,2,3,15.17,4.26,2.42,1.59,75.11
790,PI601491,unclassified,1,2,3,10.63,2.13,1.89,1.35,75.56
OS602,PI559921,unclassified,1,2,3,15.35,3.46,2.7,1.65,75.97
A659,NSL81599,unclassified,1,2,3,16.01,4.07,2.83,1.73,74.58
A648,NSL81597,unclassified,1,2,3,12.08,4.27,2.65,1.59,73.85
NK807,PI601430,unclassified,1,2,3,12.39,3.87,2.63,1.59,74.39
A322,Ames23422,unclassified,1,2,3,13.41,3.48,2.52,1.55,75.06
DK78010,PI601211,unclassified,1,2,3,13.72,3.93,2.51,1.57,74.94
PHW86,PI543850,unclassified,1,2,3,12.17,3.19,2.79,1.49,74.93
MS116,Ames24729,unclassified,1,2,3,16.27,2.77,2.57,1.61,76.48
A334,Ames23423,unclassified,1,2,3,15.84,5.04,2.58,1.68,74.37
ML606,PI583774,unclassified,1,2,3,13.82,3.9,2.75,1.63,75.04
Lp215D,PI547107,unclassified,1,2,3,15.61,2.76,2.7,1.6,76.48
6F629,PI546483,unclassified,1,2,3,13.12,3.15,2.4,1.51,75.32
PHB09,PI601007,unclassified,1,2,3,11.75,2.73,2.71,1.42,76.73
78010,PI601211,unclassified,1,2,3,10.93,2.94,2.4,1.34,75.44
PHJ90,PI548799,unclassified,1,2,3,11.14,2.83,2.74,1.41,74.93
I29,Ames27115,unclassified,1,2,3,16.83,4.07,2.68,1.71,75.5
SD40,PI606768,unclassified,1,2,3,11.43,2.48,2.85,1.46,75.62
764,PI601374,unclassified,1,2,3,14.72,3.18,2.44,1.51,77.01
PHJ89,PI548798,unclassified,1,2,3,15.82,4.45,2.44,1.7,74.55
PHR63,PI601787,unclassified,1,2,3,10.25,2.54,2.36,1.32,75.73
N534,PI594080,unclassified,2,2,3,12.01,3.93,2.44,1.51,74.28
WIL900,PI601684,unclassified,2,2,3,14.02,3.68,2.42,1.58,75.54
ND259,PI550571,unclassified,2,2,3,14.27,3.76,2.16,1.65,75.49
PHP85,PI559944,unclassified,2,2,3,9.06,3.21,2.53,1.29,74.05
Pa91,PI587147,unclassified,2,2,3,16.6,4.95,2.37,1.76,74.09
B46,PI550469,unclassified,2,2,3,14.68,5.01,2.63,1.68,73.94
N218,PI596357,unclassified,2,2,3,15.98,4.09,2.39,1.65,73.99
N527,PI604606,unclassified,2,2,3,14.45,3.11,2.54,1.48,74.63
NC342,Ames27167,unclassified,2,2,3,12.63,4.97,2.49,1.48,75.51
MS24A,Ames24708,unclassified,2,2,3,14.37,3.35,2.42,1.62,74.45
CH701-30,Ames27069,unclassified,2,2,3,15.28,3.74,2.31,1.61,73.85
N501,PI594050,unclassified,2,2,3,11.24,3.49,2.51,1.46,74.15
ND259,PI550571,unclassified,2,2,3,16.3,3.11,1.99,1.66,75.99
